type,id,bnf_code,nm,form_route
amp,15074711000001103,0304010I0AAABAB,Cetirizine 1mg/ml oral solution sugar free (Sigma Pharmaceuticals Plc),solution.oral
amp,17220011000001101,0304010I0AAABAB,Cetirizine 1mg/ml oral solution sugar free (Actavis UK Ltd),solution.oral
amp,18086711000001108,0304010I0AAABAB,Cetirizine 1mg/ml oral solution sugar free (Phoenix Healthcare Distribution Ltd),solution.oral
amp,21832211000001104,0304010I0AAABAB,Cetirizine 1mg/ml oral solution sugar free (Waymade Healthcare Plc),solution.oral
amp,37052311000001109,0304010I0AAABAB,Cetirizine 1mg/ml oral solution sugar free (Mawdsley-Brooks & Company Ltd),solution.oral
amp,37165311000001103,0304010I0AAABAB,Cetirizine 1mg/ml oral solution sugar free (DE Pharmaceuticals),solution.oral
amp,4502411000001100,0304010I0BBADAB,Zirtek Allergy 1mg/ml oral solution (UCB Pharma Ltd),solution.oral
amp,9180711000001102,0304010I0BBAEAB,Zirtek Allergy Relief for Children 1mg/ml oral solution (UCB Pharma Ltd),solution.oral
amp,4494011000001105,0304010I0BEACAB,Benadryl Allergy 1mg/ml oral solution (McNeil Products Ltd),solution.oral
amp,10277611000001102,0304010I0BEADAB,Benadryl Allergy Children's 6+ 1mg/ml oral solution (McNeil Products Ltd),solution.oral
amp,27804411000001102,0304010I0BEAFAB,Benadryl Allergy Children's 1mg/ml oral solution (McNeil Products Ltd),solution.oral
amp,7735711000001104,0304010I0BFABAB,Piriteze Allergy 1mg/ml syrup (GlaxoSmithKline Consumer Healthcare),solution.oral
amp,18568711000001108,0304010I0BNAAAB,Care Hayfever and Allergy oral solution (Thornton & Ross Ltd),solution.oral
amp,33730411000001108,0304010I0BRAAAB,Ziralton Allergy Relief for Children 5mg/5ml oral solution (Pinewood Healthcare),solution.oral
amp,34345211000001103,0304010J0AAAEAE,Hydroxyzine 10mg/5ml oral solution (Special Order),solution.oral
amp,8538511000001108,0304010J0AAAFAF,Hydroxyzine 5mg/5ml oral solution (Special Order),solution.oral
amp,12578111000001109,0304010J0AAAGAG,Hydroxyzine 20mg/5ml oral solution (Special Order),solution.oral
amp,12578811000001102,0304010J0AAAHAH,Hydroxyzine 25mg/5ml oral solution (Special Order),solution.oral
amp,12577411000001103,0304010J0AAAIAI,Hydroxyzine 2.5mg/5ml oral solution (Special Order),solution.oral
amp,8411211000001102,0304010K0AAADAD,Cyproheptadine 2mg/5ml oral solution (Special Order),solution.oral
amp,8411411000001103,0304010K0AAAFAF,Cyproheptadine 4mg/5ml oral solution (Special Order),solution.oral
amp,27689311000001103,0304010N0AAAKAK,Diphenhydramine 10mg/5ml oral solution (Special Order),solution.oral
amp,8973511000001109,0304010N0BCABAK,Histergan 10mg/5ml syrup (Norma Chemicals Ltd),solution.oral
amp,13142511000001101,0304010W0AAAQAQ,Promethazine 25mg/5ml oral solution (Special Order),solution.oral
amp,134411000001102,0304010W0BBAJAP,Phenergan 5mg/5ml elixir (Sanofi),solution.oral
amp,16589411000001103,0304010Y0AAABAB,Alimemazine 7.5mg/5ml oral solution (Zentiva),solution.oral
amp,16724311000001102,0304010Y0AAABAB,Alimemazine 7.5mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd),solution.oral
amp,16729911000001100,0304010Y0AAABAB,Alimemazine 7.5mg/5ml oral solution (A A H Pharmaceuticals Ltd),solution.oral
amp,22200311000001107,0304010Y0AAABAB,Alimemazine 7.5mg/5ml oral solution (Phoenix Healthcare Distribution Ltd),solution.oral
amp,22587811000001107,0304010Y0AAABAB,Alimemazine 7.5mg/5ml oral solution (DE Pharmaceuticals),solution.oral
amp,35726011000001105,0304010Y0AAABAB,Alimemazine 7.5mg/5ml oral solution (Thame Laboratories Ltd),solution.oral
amp,36943911000001106,0304010Y0AAABAB,Alimemazine 7.5mg/5ml oral solution (Advanz Pharma),solution.oral
amp,37029611000001107,0304010Y0AAABAB,Alimemazine 7.5mg/5ml oral solution (Mawdsley-Brooks & Company Ltd),solution.oral
amp,16589211000001102,0304010Y0AAACAC,Alimemazine 30mg/5ml oral solution (Zentiva),solution.oral
amp,16724511000001108,0304010Y0AAACAC,Alimemazine 30mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd),solution.oral
amp,16730111000001106,0304010Y0AAACAC,Alimemazine 30mg/5ml oral solution (A A H Pharmaceuticals Ltd),solution.oral
amp,22200511000001101,0304010Y0AAACAC,Alimemazine 30mg/5ml oral solution (Phoenix Healthcare Distribution Ltd),solution.oral
amp,30025711000001109,0304010Y0AAACAC,Alimemazine 30mg/5ml oral solution (DE Pharmaceuticals),solution.oral
amp,35726211000001100,0304010Y0AAACAC,Alimemazine 30mg/5ml oral solution (Thame Laboratories Ltd),solution.oral
amp,36943711000001109,0304010Y0AAACAC,Alimemazine 30mg/5ml oral solution (Advanz Pharma),solution.oral
amp,37029911000001101,0304010Y0AAACAC,Alimemazine 30mg/5ml oral solution (Mawdsley-Brooks & Company Ltd),solution.oral
amp,11644211000001100,0304010Y0AAAVAV,Alimemazine 5mg/5ml oral solution (Special Order),solution.oral
amp,445611000001100,0304010Y0BBABAB,Vallergan 7.5mg/5ml syrup (Sanofi),solution.oral
amp,232611000001109,0304010Y0BBACAC,Vallergan Forte 30mg/5ml syrup (Sanofi),solution.oral
amp,21142211000001109,0603020C0AAABAB,Betamethasone 500microgram soluble tablets sugar free (RPH Pharmaceuticals AB),solution.oral
amp,21229111000001106,0603020C0AAABAB,Betamethasone 500microgram soluble tablets sugar free (A A H Pharmaceuticals Ltd),solution.oral
amp,21232511000001108,0603020C0AAABAB,Betamethasone 500microgram soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd),solution.oral
amp,22203611000001106,0603020C0AAABAB,Betamethasone 500microgram soluble tablets sugar free (Phoenix Healthcare Distribution Ltd),solution.oral
amp,37108411000001101,0603020C0AAABAB,Betamethasone 500microgram soluble tablets sugar free (DE Pharmaceuticals),solution.oral
amp,3694811000001103,0603020C0BBAAAB,Betnesol 500microgram soluble tablets (Focus Pharmaceuticals Ltd),solution.oral
amp,8432811000001103,0603020G0AAA5A5,Dexamethasone 5mg/5ml oral solution (Special Order),solution.oral
amp,11691911000001100,0603020G0AAA6A6,Dexamethasone 2mg/5ml oral solution (Special Order),solution.oral
amp,8433011000001100,0603020G0AAA7A7,Dexamethasone 500micrograms/5ml oral solution (Special Order),solution.oral
amp,11602311000001108,0603020G0AABHBH,Dexamethasone 10mg/5ml oral solution (Special Order),solution.oral
amp,8422611000001104,0603020G0AABJBJ,Dexamethasone 1mg/5ml oral solution (Special Order),solution.oral
amp,8432311000001107,0603020G0AABQBQ,Dexamethasone 2.5mg/5ml oral solution (Special Order),solution.oral
amp,11685311000001103,0603020G0AABUBU,Dexamethasone 1.5mg/5ml oral solution (Special Order),solution.oral
amp,11690111000001109,0603020G0AABVBV,Dexamethasone 20mg/5ml oral solution (Special Order),solution.oral
amp,21926211000001105,0603020G0AABXBX,Dexamethasone 2mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd),solution.oral
amp,22404911000001102,0603020G0AABXBX,Dexamethasone 2mg/5ml oral solution sugar free (Advanz Pharma),solution.oral
amp,23590911000001106,0603020G0AABXBX,Dexamethasone 2mg/5ml oral solution sugar free (Waymade Healthcare Plc),solution.oral
amp,23968311000001104,0603020G0AABXBX,Dexamethasone 2mg/5ml oral solution sugar free (DE Pharmaceuticals),solution.oral
amp,24648711000001107,0603020G0AABXBX,Dexamethasone 2mg/5ml oral solution sugar free (Teva UK Ltd),solution.oral
amp,29803511000001106,0603020G0AABXBX,Dexamethasone 2mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc),solution.oral
amp,24343211000001103,0603020G0AABZBZ,Dexamethasone 10mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd),solution.oral
amp,24416211000001107,0603020G0AABZBZ,Dexamethasone 10mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd),solution.oral
amp,24421311000001102,0603020G0AABZBZ,Dexamethasone 10mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd),solution.oral
amp,28876811000001106,0603020G0AABZBZ,Dexamethasone 10mg/5ml oral solution sugar free (Advanz Pharma),solution.oral
amp,29803311000001100,0603020G0AABZBZ,Dexamethasone 10mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc),solution.oral
amp,28877111000001101,0603020G0AACDCD,Dexamethasone 20mg/5ml oral solution sugar free (Advanz Pharma),solution.oral
amp,29224011000001100,0603020G0AACDCD,Dexamethasone 20mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd),solution.oral
amp,31959911000001105,0603020G0AACFCF,Dexamethasone 2mg soluble tablets sugar free (Glenmark Pharmaceuticals Europe Ltd),solution.oral
amp,32400911000001106,0603020G0AACFCF,Dexamethasone 2mg soluble tablets sugar free (A A H Pharmaceuticals Ltd),solution.oral
amp,32418411000001103,0603020G0AACFCF,Dexamethasone 2mg soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd),solution.oral
amp,37602611000001104,0603020G0AACFCF,Dexamethasone 2mg soluble tablets sugar free (DE Pharmaceuticals),solution.oral
amp,31961311000001100,0603020G0AACGCG,Dexamethasone 8mg soluble tablets sugar free (Glenmark Pharmaceuticals Europe Ltd),solution.oral
amp,32401311000001100,0603020G0AACGCG,Dexamethasone 8mg soluble tablets sugar free (A A H Pharmaceuticals Ltd),solution.oral
amp,32418811000001101,0603020G0AACGCG,Dexamethasone 8mg soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd),solution.oral
amp,37603011000001102,0603020G0AACGCG,Dexamethasone 8mg soluble tablets sugar free (DE Pharmaceuticals),solution.oral
amp,31961811000001109,0603020G0AACHCH,Dexamethasone 4mg soluble tablets sugar free (Glenmark Pharmaceuticals Europe Ltd),solution.oral
amp,32401111000001102,0603020G0AACHCH,Dexamethasone 4mg soluble tablets sugar free (A A H Pharmaceuticals Ltd),solution.oral
amp,32418611000001100,0603020G0AACHCH,Dexamethasone 4mg soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd),solution.oral
amp,37602811000001100,0603020G0AACHCH,Dexamethasone 4mg soluble tablets sugar free (DE Pharmaceuticals),solution.oral
amp,3851611000001100,0603020G0BEAABX,Dexsol 2mg/5ml oral solution (Rosemont Pharmaceuticals Ltd),solution.oral
amp,19792911000001107,0603020G0BFAABX,Martapan 2mg/5ml oral solution (Martindale Pharmaceuticals Ltd),solution.oral
amp,34743111000001109,0603020G0BGAACF,Glensoludex 2mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd),solution.oral
amp,34743411000001104,0603020G0BGABCH,Glensoludex 4mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd),solution.oral
amp,34743611000001101,0603020G0BGACCG,Glensoludex 8mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd),solution.oral
amp,28418711000001102,0603020J0AAAJAJ,Hydrocortisone 5mg/5ml oral solution (Special Order),solution.oral
amp,36586911000001100,0603020J0AADBDB,Hydrocortisone 10mg soluble tablets sugar free (Creo Pharma Ltd),solution.oral
amp,37492011000001105,0603020J0AADBDB,Hydrocortisone 10mg soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd),solution.oral
amp,13055911000001108,0603020T0AAAYAY,Prednisolone 15mg/5ml oral solution (Special Order),solution.oral
amp,13120411000001104,0603020T0AAAZAZ,Prednisolone 5mg/5ml oral solution (Special Order),solution.oral
amp,13054711000001107,0603020T0AABCBC,Prednisolone 10mg/5ml oral solution (Special Order),solution.oral
amp,13056511000001108,0603020T0AABFBF,Prednisolone 1mg/5ml oral solution (Special Order),solution.oral
amp,13058311000001103,0603020T0AABGBG,Prednisolone 20mg/5ml oral solution (Special Order),solution.oral
amp,13057411000001106,0603020T0AABIBI,Prednisolone 2.5mg/5ml oral solution (Special Order),solution.oral
amp,29361211000001105,0603020T0AABLBL,Prednisolone 5mg/5ml oral solution unit dose (Logixx Pharma Solutions Ltd),solution.oral
amp,29559211000001100,0603020T0AABLBL,Prednisolone 5mg/5ml oral solution unit dose (A A H Pharmaceuticals Ltd),solution.oral
amp,32688311000001106,0603020T0AABLBL,Prednisolone 5mg/5ml oral solution unit dose (Alliance Healthcare (Distribution) Ltd),solution.oral
amp,29879111000001105,0603020T0AABMBM,Prednisolone 10mg/ml oral solution sugar free (Advanz Pharma),solution.oral
amp,30129111000001103,0603020T0AABMBM,Prednisolone 10mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd),solution.oral
amp,37778511000001101,0603020T0AABMBM,Prednisolone 10mg/ml oral solution sugar free (DE Pharmaceuticals),solution.oral
amp,37941611000001100,0603020T0AABMBM,Prednisolone 10mg/ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd),solution.oral
amp,3148011000001108,1104010D0BBAAAG,Betnesol 0.1% eye/ear/nose drops (RPH Pharmaceuticals AB),solutiondrops.auricular
amp,3148411000001104,1104010D0BCAAAG,Vistamethasone 0.1% ear/eye/nose drops (Martindale Pharmaceuticals Ltd),solutiondrops.auricular
amp,37048411000001103,1104010S0AABBBB,Prednisolone sodium phosphate 0.5% ear/eye drops (RPH Pharmaceuticals AB),solutiondrops.auricular
amp,37302811000001108,1104010S0AABBBB,Prednisolone sodium phosphate 0.5% ear/eye drops (Alliance Healthcare (Distribution) Ltd),solutiondrops.auricular
amp,8979611000001105,1104010S0AABHBH,Prednisolone sodium phosphate 0.1% ear drops (Special Order),solutiondrops.auricular
amp,8979911000001104,1104010S0AABIBI,Prednisolone sodium phosphate 0.3% ear drops (Special Order),solutiondrops.auricular
amp,3148811000001102,1104010S0BCAABB,Predsol 0.5% ear/eye drops (RPH Pharmaceuticals AB),solutiondrops.auricular
amp,30293211000001102,1201010AEBBAAAA,Cilodex ear drops (Consilient Health Ltd),solutiondrops.auricular
amp,2839711000001103,1201010E0BBAAAB,Betnesol-N ear/eye/nose drops (RPH Pharmaceuticals AB),solutiondrops.auricular
amp,2839411000001109,1201010E0BCAAAB,Vistamethasone N ear/eye/nose drops (Martindale Pharmaceuticals Ltd),solutiondrops.auricular
amp,24612911000001104,1201010F0AAAAAA,Flumetasone 0.02% / Clioquinol 1% ear drops (Advanz Pharma),solutiondrops.auricular
amp,24774711000001109,1201010F0AAAAAA,Flumetasone 0.02% / Clioquinol 1% ear drops (Alliance Healthcare (Distribution) Ltd),solutiondrops.auricular
amp,24918311000001103,1201010F0AAAAAA,Flumetasone 0.02% / Clioquinol 1% ear drops (A A H Pharmaceuticals Ltd),solutiondrops.auricular
amp,37381511000001101,1201010F0AAAAAA,Flumetasone 0.02% / Clioquinol 1% ear drops (DE Pharmaceuticals),solutiondrops.auricular
amp,903511000001109,1201010F0BBAAAA,Locorten Vioform ear drops (Advanz Pharma),solutiondrops.auricular
amp,28800011000001105,1201010G0AAACAC,Gentamicin 0.3% / Hydrocortisone acetate 1% ear drops (Advanz Pharma),solutiondrops.auricular
amp,28972911000001107,1201010G0AAACAC,Gentamicin 0.3% / Hydrocortisone acetate 1% ear drops (Alliance Healthcare (Distribution) Ltd),solutiondrops.auricular
amp,37386611000001109,1201010G0AAACAC,Gentamicin 0.3% / Hydrocortisone acetate 1% ear drops (DE Pharmaceuticals),solutiondrops.auricular
amp,4004711000001103,1201010G0BBAAAA,Neo-Cortef ear/eye drops (PLIVA Pharma Ltd),solutiondrops.auricular
amp,2914711000001101,1201010G0BCAAAC,Gentisone HC ear drops (Advanz Pharma),solutiondrops.auricular
amp,2840211000001102,1201010U0BBAAAA,Predsol-N ear/eye drops (Focus Pharmaceuticals Ltd),solutiondrops.auricular
amp,3156911000001105,1201010Z0BCAAAB,Audicort ear drops (Mercury Pharma Group Ltd),solutiondrops.auricular
amp,3148011000001108,1104010D0BBAAAG,Betnesol 0.1% eye/ear/nose drops (RPH Pharmaceuticals AB),solutiondrops.nasal
amp,3148411000001104,1104010D0BCAAAG,Vistamethasone 0.1% ear/eye/nose drops (Martindale Pharmaceuticals Ltd),solutiondrops.nasal
amp,2839711000001103,1201010E0BBAAAB,Betnesol-N ear/eye/nose drops (RPH Pharmaceuticals AB),solutiondrops.nasal
amp,2839411000001109,1201010E0BCAAAB,Vistamethasone N ear/eye/nose drops (Martindale Pharmaceuticals Ltd),solutiondrops.nasal
amp,3148011000001108,1104010D0BBAAAG,Betnesol 0.1% eye/ear/nose drops (RPH Pharmaceuticals AB),solutiondrops.ophthalmic
amp,3148411000001104,1104010D0BCAAAG,Vistamethasone 0.1% ear/eye/nose drops (Martindale Pharmaceuticals Ltd),solutiondrops.ophthalmic
amp,270211000001108,1104010I0BCAAAE,Maxitrol eye drops (Novartis Pharmaceuticals UK Ltd),solutiondrops.ophthalmic
amp,3640211000001102,1104010I0BEAAAL,Minims dexamethasone 0.1% eye drops 0.5ml unit dose (Bausch & Lomb UK Ltd),solutiondrops.ophthalmic
amp,37048411000001103,1104010S0AABBBB,Prednisolone sodium phosphate 0.5% ear/eye drops (RPH Pharmaceuticals AB),solutiondrops.ophthalmic
amp,37302811000001108,1104010S0AABBBB,Prednisolone sodium phosphate 0.5% ear/eye drops (Alliance Healthcare (Distribution) Ltd),solutiondrops.ophthalmic
amp,3150211000001103,1104010S0BBAAAP,Minims prednisolone sodium phosphate 0.5% eye drops 0.5ml unit dose (Bausch & Lomb UK Ltd),solutiondrops.ophthalmic
amp,3148811000001102,1104010S0BCAABB,Predsol 0.5% ear/eye drops (RPH Pharmaceuticals AB),solutiondrops.ophthalmic
amp,2839711000001103,1201010E0BBAAAB,Betnesol-N ear/eye/nose drops (RPH Pharmaceuticals AB),solutiondrops.ophthalmic
amp,2839411000001109,1201010E0BCAAAB,Vistamethasone N ear/eye/nose drops (Martindale Pharmaceuticals Ltd),solutiondrops.ophthalmic
amp,4004711000001103,1201010G0BBAAAA,Neo-Cortef ear/eye drops (PLIVA Pharma Ltd),solutiondrops.ophthalmic
amp,2840211000001102,1201010U0BBAAAA,Predsol-N ear/eye drops (Focus Pharmaceuticals Ltd),solutiondrops.ophthalmic
amp,3954411000001107,0105020A0BBABAB,Entocort 2mg/100ml enema (Tillotts Pharma Ltd),solutionenema.rectal
amp,3409611000001103,0105020D0BBAAAA,Predenema 20mg/100ml long tube (Forest Laboratories UK Ltd),solutionenema.rectal
amp,3413611000001102,0105020D0BBABAB,Predenema 20mg/100ml standard tube (Forest Laboratories UK Ltd),solutionenema.rectal
amp,36375411000001105,0105020E0AAABAB,Prednisolone 20mg/100ml rectal solution (RPH Pharmaceuticals AB),solutionenema.rectal
amp,36827211000001104,0105020E0AAABAB,Prednisolone 20mg/100ml rectal solution (Alliance Healthcare (Distribution) Ltd),solutionenema.rectal
amp,3416911000001102,0105020E0BBABAB,Predsol 20mg/100ml retention enema (RPH Pharmaceuticals AB),solutionenema.rectal
amp,10921911000001103,0304030F0BDAAAA,Berinert 500unit powder and solvent for solution for injection vials (CSL Behring UK Ltd),solutioninfusion.intravenous
amp,4048311000001104,0603020AAAAAAAA,Dexamethasone (base) 6.6mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),solutioninfusion.intravenous
amp,4050111000001101,0603020AAAAAAAA,Dexamethasone (base) 6.6mg/2ml solution for injection vials (Pfizer Ltd),solutioninfusion.intravenous
amp,4050411000001106,0603020AAAAAAAA,Dexamethasone (base) 6.6mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),solutioninfusion.intravenous
amp,4047111000001102,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),solutioninfusion.intravenous
amp,4047411000001107,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Pfizer Ltd),solutioninfusion.intravenous
amp,4047711000001101,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd),solutioninfusion.intravenous
amp,19532111000001104,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (hameln pharma Ltd),solutioninfusion.intravenous
amp,32167711000001108,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Wockhardt UK Ltd),solutioninfusion.intravenous
amp,22084911000001106,0603020AAAAACAC,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (hameln pharma Ltd),solutioninfusion.intravenous
amp,22127411000001109,0603020AAAAACAC,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (A A H Pharmaceuticals Ltd),solutioninfusion.intravenous
amp,28039811000001104,0603020AAAAACAC,Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd),solutioninfusion.intravenous
amp,30921211000001105,0603020C0AAAAAA,Betamethasone 4mg/1ml solution for injection ampoules (RPH Pharmaceuticals AB),solutioninfusion.intravenous
amp,30984811000001103,0603020C0AAAAAA,Betamethasone 4mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd),solutioninfusion.intravenous
amp,30987311000001103,0603020C0AAAAAA,Betamethasone 4mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),solutioninfusion.intravenous
amp,3932011000001108,0603020C0BBABAA,Betnesol 4mg/1ml solution for injection ampoules (Focus Pharmaceuticals Ltd),solutioninfusion.intravenous
amp,4044111000001107,0603020H0AAABAB,Dexamethasone 4mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),solutioninfusion.intravenous
amp,4044311000001109,0603020H0AAABAB,Dexamethasone 4mg/1ml solution for injection ampoules (Aspen Pharma Trading Ltd),solutioninfusion.intravenous
amp,4045311000001108,0603020H0AAABAB,Dexamethasone 4mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd),solutioninfusion.intravenous
amp,4042711000001103,0603020H0AAAKAK,Dexamethasone 8mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),solutioninfusion.intravenous
amp,4043411000001100,0603020H0AAAKAK,Dexamethasone 8mg/2ml solution for injection vials (Organon Laboratories Ltd),solutioninfusion.intravenous
amp,4043611000001102,0603020H0AAAKAK,Dexamethasone 8mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),solutioninfusion.intravenous
amp,27943411000001100,0603020H0AAALAL,Dexamethasone (base) 3.8mg/1ml solution for injection vials (Aspen Pharma Trading Ltd),solutioninfusion.intravenous
amp,28040011000001103,0603020H0AAALAL,Dexamethasone (base) 3.8mg/1ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),solutioninfusion.intravenous
amp,28041311000001105,0603020H0AAALAL,Dexamethasone (base) 3.8mg/1ml solution for injection vials (A A H Pharmaceuticals Ltd),solutioninfusion.intravenous
amp,30807511000001104,0603020K0AAAAAA,Methylprednisolone sodium succinate 40mg powder and solvent for solution for injection vials (A A H Pharmaceuticals Ltd),solutioninfusion.intravenous
amp,20129111000001104,0603020K0AAACAC,Methylprednisolone sodium succinate 500mg powder and solvent for solution for injection vials (Kent Pharmaceuticals Ltd),solutioninfusion.intravenous
amp,22128311000001101,0603020K0AAACAC,Methylprednisolone sodium succinate 500mg powder and solvent for solution for injection vials (A A H Pharmaceuticals Ltd),solutioninfusion.intravenous
amp,20129311000001102,0603020K0AAADAD,Methylprednisolone sodium succinate 1g powder and solvent for solution for injection vials (Kent Pharmaceuticals Ltd),solutioninfusion.intravenous
amp,22128611000001106,0603020K0AAADAD,Methylprednisolone sodium succinate 1g powder and solvent for solution for injection vials (A A H Pharmaceuticals Ltd),solutioninfusion.intravenous
amp,4393011000001100,0603020K0BCAAAA,Solu-Medrone 40mg powder and solvent for solution for injection vials (Pfizer Ltd),solutioninfusion.intravenous
amp,4392411000001100,0603020K0BCABAB,Solu-Medrone 125mg powder and solvent for solution for injection vials (Pfizer Ltd),solutioninfusion.intravenous
amp,4179311000001102,0603020K0BCACAC,Solu-Medrone 500mg powder and solvent for solution for injection vials (Pfizer Ltd),solutioninfusion.intravenous
amp,4180211000001105,0603020K0BCADAD,Solu-Medrone 1g powder and solvent for solution for injection vials (Pfizer Ltd),solutioninfusion.intravenous
amp,4392711000001106,0603020K0BCAEAE,Solu-Medrone 2g powder and solvent for solution for injection vials (Pfizer Ltd),solutioninfusion.intravenous
amp,30393911000001101,0603020L0AAABAB,Hydrocortisone sodium phosphate 100mg/1ml solution for injection ampoules (Advanz Pharma),solutioninfusion.intravenous
amp,30394611000001105,0603020L0AAACAC,Hydrocortisone sodium phosphate 500mg/5ml solution for injection ampoules (Advanz Pharma),solutioninfusion.intravenous
amp,3852011000001104,0603020L0BBAAAB,Efcortesol 100mg/1ml solution for injection ampoules (Advanz Pharma),solutioninfusion.intravenous
amp,4888811000001103,0603020L0BBABAC,Efcortesol 500mg/5ml solution for injection ampoules (Advanz Pharma),solutioninfusion.intravenous
amp,4182611000001108,0603020M0BCAAAA,Solu-Cortef 100mg powder and solvent for solution for injection vials (Pfizer Ltd),solutioninfusion.intravenous
amp,13871211000001104,0603020M0BCABAE,Solu-Cortef 100mg powder for solution for injection vials (Pfizer Ltd),solutioninfusion.intravenous
amp,4044111000001107,0603020H0AAABAB,Dexamethasone 4mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),solutioninfusion.rectal
amp,4044311000001109,0603020H0AAABAB,Dexamethasone 4mg/1ml solution for injection ampoules (Aspen Pharma Trading Ltd),solutioninfusion.rectal
amp,4045311000001108,0603020H0AAABAB,Dexamethasone 4mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd),solutioninfusion.rectal
amp,4042711000001103,0603020H0AAAKAK,Dexamethasone 8mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),solutioninfusion.rectal
amp,4043411000001100,0603020H0AAAKAK,Dexamethasone 8mg/2ml solution for injection vials (Organon Laboratories Ltd),solutioninfusion.rectal
amp,4043611000001102,0603020H0AAAKAK,Dexamethasone 8mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),solutioninfusion.rectal
amp,27943411000001100,0603020H0AAALAL,Dexamethasone (base) 3.8mg/1ml solution for injection vials (Aspen Pharma Trading Ltd),solutioninfusion.rectal
amp,28040011000001103,0603020H0AAALAL,Dexamethasone (base) 3.8mg/1ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),solutioninfusion.rectal
amp,28041311000001105,0603020H0AAALAL,Dexamethasone (base) 3.8mg/1ml solution for injection vials (A A H Pharmaceuticals Ltd),solutioninfusion.rectal
amp,20120611000001101,0304030C0AAAYAY,"Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes (A A H Pharmaceuticals Ltd)",solutioninjection.endotracheopulmonary
amp,20120811000001102,0304030C0AAAYAY,"Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes (Alliance Healthcare (Distribution) Ltd)",solutioninjection.endotracheopulmonary
amp,20121011000001104,0304030C0AAAYAY,"Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes (Martindale Pharmaceuticals Ltd)",solutioninjection.endotracheopulmonary
amp,20121211000001109,0304030C0AAAYAY,"Adrenaline (base) for anaphylaxis 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes (Martindale Pharmaceuticals Ltd)",solutioninjection.endotracheopulmonary
amp,4048311000001104,0603020AAAAAAAA,Dexamethasone (base) 6.6mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd),solutioninjection.intraarticular
amp,4050111000001101,0603020AAAAAAAA,Dexamethasone (base) 6.6mg/2ml solution for injection vials (Pfizer Ltd),solutioninjection.intraarticular
amp,4050411000001106,0603020AAAAAAAA,Dexamethasone (base) 6.6mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd),solutioninjection.intraarticular
amp,4047111000001102,0603020AAAAABAB,Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),solutioninjection.intraarticular
